,1,2,3.0,Page Level 4,Page Layout,Existing / Additional Page ?,Inspiration / Current URL (if existing page),Who should write the content?,Notes,Target Keyword,SV,KWD,Additional KWs,Old H1,New Header,Old Title,New Title,Chars (50-65),URL,Old Metas,New Meta Description,Chars (130-160),Type of Content ,Notes,"Original URL 
(if rewritten) ",Document Link,Notes,PSD,Des. URL,Notes,Dev. URL,Date Published ,Live URL ,map_id,map_data,meta_tag,H1_tag,New Header ,Extracted Text,Meta_Link,H1_Link,Article_Link,Title_Link,Page_type,H1_id,H1_com,Meta_id,Meta_com,Article_link,Article_id,Title_id,Title_com,H1_Updated_DB,Meta_Updated_DB,Title_Updated_DB,Fields_Tables_D
65,,RSS Feeds,,,,Existing Page,https://linuxsecurity.com/about/linuxsecurity-rss-feeds,,,RSS Feeds,,,,LinuxSecurity.com's RSS Feeds,RSS Feeds,LinuxSecurity.com's RSS Feeds & Distribution RSS Advisories,Use Our RSS Feeds for Effortless LinuxSecurity Updates,54,https://linuxsecurity.com/about/linuxsecurity-rss-feeds,LinuxSecurity.com's RSS Feeds & Distribution RSS Advisories LinuxSecurity.com is the community's central source for information on Linux and open source securit,"Stay updated effortlessly. Access our RSS feeds for the latest in Linux Security, ensuring you're always in the know. Stay up tio date now!",139,Website Page,,,,,,,,,,,65,"['SP Page Builder', 'xu5gc_sppagebuilder - `text` ', 'xu5gc_menu - `params`']",True,True,RSS Feeds,linuxsecurity-rss-feeds,index.php?option=com_menu&view=metadescription&id=240,index.php?option=com_sppagebuilder&view=page&id=506,,index.php?option=com_menu&view=metadescription&id=240,SP Page Builder,506,xu5gc_sppagebuilder,240,xu5gc_menu,,,240,xu5gc_menu,False,True,True,False
66,,Privacy Statement,,,,Existing Page,https://linuxsecurity.com/about/privacy-policy,,,Privacy Statement,,,,LinuxSecurity Privacy Statement,Privacy Statement,Privacy Policy,We Care About Your Privacy! Read Our Privacy Policy. ,53,https://linuxsecurity.com/about/privacy-policy,Privacy Policy LinuxSecurity.com is the community's central source for information on Linux and open source security. We follow the open source trends as they a,"Your privacy matters to us. Explore our transparent privacy policy, ensuring your trust and security with Linux Security protocols.",131,Website Page,,,,,,,,,,,66,"['SP Page Builder', 'xu5gc_sppagebuilder - `text` ', 'xu5gc_menu - `params`']",True,True,Privacy Statement,privacy-policy,index.php?option=com_menu&view=metadescription&id=1493,index.php?option=com_sppagebuilder&view=page&id=2000,,index.php?option=com_menu&view=metadescription&id=1493,SP Page Builder,2000,xu5gc_sppagebuilder,1493,xu5gc_menu,,,1493,xu5gc_menu,False,True,True,False
67,,Terms of Service,,,,Combine Pages,https://linuxsecurity.com/about/terms-of-service,,,Terms of Service,,,,LinuxSecurity Terms of Service,Terms of Service,Terms of Service,We're Committed to Security! Read Our Terms of Service.,55,https://linuxsecurity.com/about/terms-of-service,Terms of Service LinuxSecurity.com is the community's central source for information on Linux and open source security. We follow the open source trends as they,"Discover our commitment to security. Navigate our transparent terms of service, ensuring trust and reliability with Linux Security.",131,Website Page,,,,,,,,,,,67,"['SP Page Builder', 'xu5gc_sppagebuilder - `text` ', 'xu5gc_menu - `params`']",True,True,Terms of Service,terms-of-service,index.php?option=com_menu&view=metadescription&id=1492,index.php?option=com_sppagebuilder&view=page&id=2001,,index.php?option=com_menu&view=metadescription&id=1492,SP Page Builder,2001,xu5gc_sppagebuilder,1492,xu5gc_menu,,,1492,xu5gc_menu,False,True,True,False
68,,Advertising Opportunities,,,,Combine Pages,https://linuxsecurity.com/advertising-opportunities,,"duplicate, consider redirect to https://linuxsecurity.com/about/advertise",Advertising Opportunities,,,,LinuxSecurity: Advertising Opportunities,,Advertising Opportunities,,0,https://linuxsecurity.com/advertising-opportunities,Advertising Opportunities LinuxSecurity.com is the community's central source for information on Linux and open source security. We follow the open source trend,,,Website Page,,,,,,,,,,,68,"['SP Page Builder', 'xu5gc_sppagebuilder - `text` ', 'xu5gc_menu - `params`']",True,True,,advertising-opportunities,index.php?option=com_menu&view=metadescription&id=1320,index.php?option=com_sppagebuilder&view=page&id=1337,,index.php?option=com_menu&view=metadescription&id=1320,SP Page Builder,1337,xu5gc_sppagebuilder,1320,xu5gc_menu,,,1320,xu5gc_menu,False,True,True,False
69,Register,,,,,Existing Page,https://linuxsecurity.com/register,,,,,,,Register to View Your Favorite LinuxSecurity Content At-a-Glance,Register to View Your Favorite LinuxSecurity Content At-a-Glance,Join LinuxSecurity.com Now,View Your Favorite LinuxSecurity Content At-a-Glance!,53,https://linuxsecurity.com/register,Join LinuxSecurity.com Now LinuxSecurity.com is the community's central source for information on Linux and open source security. We follow the open source tren,Unlock exclusive LinuxSecurity content effortlessly. Register for a comprehensive view of your favorite LinuxSecurity updates and insights,138,Website Page,,,,,,,,,,,69,"['SP Page Builder Module', 'xu5gc_sppagebuilder - `text`', 'xu5gc_menu - `params`']",True,False,Register to View Your Favorite LinuxSecurity Content At-a-Glance,register,index.php?option=com_menu&view=metadescription&id=232,index.php?option=com_sppagebuilder&view=page&id=1791,,index.php?option=com_menu&view=item&client_id=0&layout=edit&id=232,SP Page Builder Module,1791,xu5gc_sppagebuilder,232,xu5gc_menu,,,232,xu5gc_menu,False,True,True,False
70,Search results,,,,,Existing Page,https://linuxsecurity.com/search?searchword=CVE-2021-4034&searchphrase=all,,consider noindex,,,,,Search results,,Search,,0,https://linuxsecurity.com/search?searchword=CVE-2021-4034&searchphrase=all,Search LinuxSecurity.com is the community's central source for information on Linux and open source security. We follow the open source trends as they affect th,,,Website Page,,,,,,,,,,,70,"['SP Page Builder Module', 'xu5gc_sppagebuilder - `text`', 'xu5gc_menu - `params`']",True,False,,search,,index.php?option=com_sppagebuilder&view=page&id=453,,,SP Page Builder Module,453,xu5gc_sppagebuilder,,,,,,,False,False,False,False
71,General Inquiries,,,,,Existing Page,https://linuxsecurity.com/general-inquiries,,,,,,,LinuxSecurity - General Inquiries,General Inquiries,General Inquiries,Answers to Our General Inquiries Provided by Experts,52,https://linuxsecurity.com/general-inquiries,General Inquiries LinuxSecurity.com is the community's central source for information on Linux and open source security. We follow the open source trends as the,"Connecting you to Linux security expertise. Answers to your inquiries, guidance, and support for a fortified digital environment. Take a look now!",146,Website Page,,,,,,,,,,,71,"['SP Page Builder', 'xu5gc_sppagebuilder - `text` ', 'xu5gc_menu - `params`']",True,True,General Inquiries,general-inquiries,index.php?option=com_menu&view=metadescription&id=1321,index.php?option=com_sppagebuilder&view=page&id=1338,,index.php?option=com_menu&view=metadescription&id=1321,SP Page Builder,1338,xu5gc_sppagebuilder,1321,xu5gc_menu,,,1321,xu5gc_menu,False,True,True,False
72,"Linux Security - Your source for Top Linux News, Advisories, HowTo's and Feature Release.",,,,,Remove Page,https://linuxsecurity.com/?file=/chronicle/archive/2002/06/30/MN152350.DTL,,homepage duplicate,,,,,"Linux Security - Your source for Top Linux News, Advisories, HowTo's and Feature Release.",,Linux Security - Top News | Advisories | HowTo's | Feature Releases,,0,https://linuxsecurity.com/?file=/chronicle/archive/2002/06/30/MN152350.DTL,"Linux Security - Top News | Advisories | HowTo's | Feature Releases Linux Security is dedicated to producing the latest security news, best guides, how-tos, fea",,,Website Page,,,,,,,,,,,72,,False,False,,MN152350.DTL,,,,,,,,,,,,,,False,False,False,False
73,"Linux Security - Your source for Top Linux News, Advisories, HowTo's and Feature Release.",,,,,Remove Page,https://linuxsecurity.com/?sid=03/02/04/2233250&mode=thread&tid=103&tid=123&tid=172,,homepage duplicate,,,,,"Linux Security - Your source for Top Linux News, Advisories, HowTo's and Feature Release.",,Linux Security - Top News | Advisories | HowTo's | Feature Releases,,0,https://linuxsecurity.com/?sid=03/02/04/2233250&mode=thread&tid=103&tid=123&tid=172,"Linux Security - Top News | Advisories | HowTo's | Feature Releases Linux Security is dedicated to producing the latest security news, best guides, how-tos, fea",,,Website Page,,,,,,,,,,,73,,False,False,,2233250&mode=thread&tid=103&tid=123&tid=172,,,,,,,,,,,,,,False,False,False,False
74,ArchLinux: 201409-3: python2: Information leakage through integer overflow,,,,,Existing Page,https://linuxsecurity.com/advisories/archlinux/archlinux-201409-3-python2-information-leakage-through-integer-overflow,,,,,,,ArchLinux: 201409-3: python2: Information leakage through integer overflow,,ArchLinux: 201409-3: python2: Information leakage through integer o...,,0,https://linuxsecurity.com/advisories/archlinux/archlinux-201409-3-python2-information-leakage-through-integer-overflow,ArchLinux: 201409-3: python2: Information leakage through integer overflow - Arch Linux Security Advisory ASA-201409-3 Severity: Low Date: 2014-09-26 CVE-ID: CVE-2014-7185 Packa,,0,Website Page,,,,,,,,,,,74,,False,False,,archlinux-201409-3-python2-information-leakage-through-integer-overflow,,,,,,,,,,,,,,False,False,False,False
